fid,departure_c,departure,destination_c,destination,take_off_time,landing_time,duration,total_seats,available_seats,sell_status,price
3U8834,BJS,Beijing,CKG,Chongqing,1668348900,1668360600,195,180,9,SELLING,710
3U8515,BJS,Beijing,CKG,Chongqing,1668293400,1668304200,180,134,9,SELLING,1127
3U8830,BJS,Beijing,CKG,Chongqing,1668306300,1668317700,190,167,9,SELLING,1127
MU6683,BJS,Beijing,CKG,Chongqing,1668299400,1668309900,175,180,9,SELLING,856
MU6685,BJS,Beijing,CKG,Chongqing,1668324600,1668336000,190,220,9,SELLING,856
MU6687,BJS,Beijing,CKG,Chongqing,1668331800,1668342900,185,262,9,SELLING,856
MU6689,BJS,Beijing,CKG,Chongqing,1668336900,1668348900,200,244,9,SELLING,856
MU6681,BJS,Beijing,CKG,Chongqing,1668294000,1668304500,175,220,9,SELLING,845
HU7167,BJS,Beijing,CKG,Chongqing,1668297600,1668308400,180,189,9,SELLING,830
HU7267,BJS,Beijing,CKG,Chongqing,1668318900,1668330600,195,189,9,SELLING,888
NS8001,BJS,Beijing,CTU,Chengdu,1668326400,1668337500,185,189,10,SELLING,1202
CA4118,BJS,Beijing,CTU,Chengdu,1668346200,1668357600,190,412,9,SELLING,668
CA4106,BJS,Beijing,CTU,Chengdu,1668342600,1668354000,190,412,9,SELLING,722
CA4116,BJS,Beijing,CTU,Chengdu,1668324600,1668336000,190,220,9,SELLING,1433
CA4104,BJS,Beijing,CTU,Chengdu,1668335400,1668346800,190,195,9,SELLING,830
CA4114,BJS,Beijing,CTU,Chengdu,1668313800,1668326400,210,412,9,SELLING,1433
CA4102,BJS,Beijing,CTU,Chengdu,1668317400,1668328800,190,412,9,SELLING,1433
CA4110,BJS,Beijing,CTU,Chengdu,1668339000,1668350400,190,412,9,SELLING,776
CA1425,BJS,Beijing,CTU,Chengdu,1668331800,1668343200,190,189,9,SELLING,992
CA4120,BJS,Beijing,CTU,Chengdu,1668310200,1668321600,190,412,8,SELLING,1743
CA4186,BJS,Beijing,CTU,Chengdu,1668306600,1668318000,190,180,9,SELLING,1743
CA4196,BJS,Beijing,CTU,Chengdu,1668319200,1668330600,190,220,9,SELLING,721
CA1415,BJS,Beijing,CTU,Chengdu,1668303000,1668314400,190,400,9,SELLING,1155
CA4184,BJS,Beijing,CTU,Chengdu,1668301200,1668312600,190,195,9,SELLING,776
CA1405,BJS,Beijing,CTU,Chengdu,1668295800,1668307200,190,400,9,SELLING,776
CA1407,BJS,Beijing,CTU,Chengdu,1668328200,1668339600,190,400,9,SELLING,1155
CA4182,BJS,Beijing,CTU,Chengdu,1668294000,1668305400,190,134,9,SELLING,1155
CA1419,BJS,Beijing,CTU,Chengdu,1668326400,1668337800,190,195,9,SELLING,721
CA8672,BJS,Beijing,CTU,Chengdu,1668339000,1668351600,210,220,9,SELLING,667
CA1421,BJS,Beijing,CTU,Chengdu,1668299400,1668310800,190,400,9,SELLING,992
CA8670,BJS,Beijing,CTU,Chengdu,1668313800,1668326700,215,220,9,SELLING,667
CA1401,BJS,Beijing,CTU,Chengdu,1668315600,1668327300,195,440,9,SELLING,1743
CA3383,BJS,Beijing,CTU,Chengdu,1668340500,1668352800,205,174,9,SELLING,1613
CA4108,BJS,Beijing,CTU,Chengdu,1668321000,1668332400,190,220,8,SELLING,1433
GJ5689,BJS,Beijing,CTU,Chengdu,1668296700,1668307500,180,189,9,SELLING,1397
ZH9163,BJS,Beijing,CTU,Chengdu,1668340500,1668352800,205,174,9,SELLING,672
CZ4389,BJS,Beijing,CTU,Chengdu,1668296700,1668307500,180,189,9,SELLING,1678
CZ9322,BJS,Beijing,CTU,Chengdu,1668325200,1668337200,200,132,9,SELLING,2057
CZ9620,BJS,Beijing,CTU,Chengdu,1668310800,1668323100,205,315,9,SELLING,2057
CZ8815,BJS,Beijing,CTU,Chengdu,1668319200,1668330900,195,220,9,SELLING,1440
CZ6109,BJS,Beijing,CTU,Chengdu,1668308400,1668318600,170,195,9,SELLING,1440
CZ6135,BJS,Beijing,CTU,Chengdu,1668326400,1668338100,195,195,9,SELLING,1440
CZ8847,BJS,Beijing,CTU,Chengdu,1668301200,1668312300,185,180,9,SELLING,1440
CZ6183,BJS,Beijing,CTU,Chengdu,1668312000,1668323700,195,220,9,SELLING,1440
CZ9808,BJS,Beijing,CTU,Chengdu,1668326400,1668337500,185,189,9,SELLING,2836
CZ9626,BJS,Beijing,CTU,Chengdu,1668343200,1668354900,195,315,9,SELLING,2057
CZ9628,BJS,Beijing,CTU,Chengdu,1668345300,1668356700,190,180,9,SELLING,2057
CZ9622,BJS,Beijing,CTU,Chengdu,1668318000,1668330600,210,412,9,SELLING,2057
CZ3903,BJS,Beijing,CTU,Chengdu,1668322800,1668334500,195,180,9,SELLING,1440
CZ9326,BJS,Beijing,CTU,Chengdu,1668307200,1668320100,215,180,9,SELLING,2057
CZ9624,BJS,Beijing,CTU,Chengdu,1668332400,1668345600,220,220,9,SELLING,2057
CZ9324,BJS,Beijing,CTU,Chengdu,1668294900,1668306300,190,180,9,SELLING,2057
HO5666,BJS,Beijing,CTU,Chengdu,1668296700,1668306900,170,220,9,SELLING,1527
KN5215,BJS,Beijing,CTU,Chengdu,1668300300,1668311100,180,420,9,SELLING,429
KN5237,BJS,Beijing,CTU,Chengdu,1668336900,1668347700,180,140,9,SELLING,428
KY9763,BJS,Beijing,CTU,Chengdu,1668340500,1668352800,205,174,9,SELLING,1321
JD5559,BJS,Beijing,CTU,Chengdu,1668294900,1668307200,205,180,3,SELLING,602
3U6878,BJS,Beijing,CTU,Chengdu,1668307200,1668320100,215,180,9,SELLING,943
3U6868,BJS,Beijing,CTU,Chengdu,1668325200,1668337200,200,132,9,SELLING,726
3U8890,BJS,Beijing,CTU,Chengdu,1668332400,1668345600,220,220,9,SELLING,943
3U8896,BJS,Beijing,CTU,Chengdu,1668345300,1668356700,190,180,9,SELLING,726
3U8886,BJS,Beijing,CTU,Chengdu,1668318000,1668330600,210,412,9,SELLING,1440
3U6874,BJS,Beijing,CTU,Chengdu,1668294900,1668306300,190,180,9,SELLING,672
3U8894,BJS,Beijing,CTU,Chengdu,1668343200,1668354900,195,315,9,SELLING,726
3U8884,BJS,Beijing,CTU,Chengdu,1668310800,1668323100,205,315,9,SELLING,1440
HU7147,BJS,Beijing,CTU,Chengdu,1668301200,1668313200,200,189,9,SELLING,575
HU7547,BJS,Beijing,CTU,Chengdu,1668319200,1668330600,190,189,9,SELLING,575
HU7247,BJS,Beijing,CTU,Chengdu,1668326400,1668338100,195,189,9,SELLING,575
MF1818,BJS,Beijing,CTU,Chengdu,1668326400,1668338100,195,195,9,SELLING,1613
MF1851,BJS,Beijing,CTU,Chengdu,1668312000,1668323700,195,220,9,SELLING,1613
MF8469,BJS,Beijing,CTU,Chengdu,1668296700,1668307500,180,189,6,SELLING,910
MU6641,BJS,Beijing,CTU,Chengdu,1668296700,1668306900,170,220,9,SELLING,620
MU6643,BJS,Beijing,CTU,Chengdu,1668301200,1668312900,195,262,9,SELLING,674
MU6645,BJS,Beijing,CTU,Chengdu,1668309300,1668320700,190,180,9,SELLING,620
MU6282,BJS,Beijing,CTU,Chengdu,1668311700,1668322800,185,180,9,SELLING,674
MU6647,BJS,Beijing,CTU,Chengdu,1668326100,1668337500,190,220,10,SELLING,498
MU6649,BJS,Beijing,CTU,Chengdu,1668345300,1668356700,190,262,9,SELLING,620
CA1417,BJS,Beijing,CTU,Chengdu,1668297600,1668309000,190,195,9,SELLING,1440
CZ4116,BJS,Beijing,HGH,Hangzhou,1668346500,1668354000,125,189,9,SELLING,1711
CZ4862,BJS,Beijing,HGH,Hangzhou,1668297300,1668305700,140,220,9,SELLING,1949
CZ8853,BJS,Beijing,HGH,Hangzhou,1668344400,1668352200,130,180,9,SELLING,1311
CZ8851,BJS,Beijing,HGH,Hangzhou,1668326400,1668333900,125,220,9,SELLING,1311
CZ8857,BJS,Beijing,HGH,Hangzhou,1668312600,1668320400,130,180,9,SELLING,1311
CZ8855,BJS,Beijing,HGH,Hangzhou,1668299400,1668306900,125,220,9,SELLING,1311
MU8436,BJS,Beijing,HGH,Hangzhou,1668292200,1668299400,120,100,9,SELLING,889
MU5132,BJS,Beijing,HGH,Hangzhou,1668308100,1668316200,135,244,9,SELLING,761
MU8437,BJS,Beijing,HGH,Hangzhou,1668317400,1668324900,125,100,10,SELLING,756
MU9667,BJS,Beijing,HGH,Hangzhou,1668337200,1668344700,125,244,9,SELLING,620
MU5147,BJS,Beijing,HGH,Hangzhou,1668314400,1668321900,125,420,9,SELLING,761
MU9687,BJS,Beijing,HGH,Hangzhou,1668303300,1668312000,145,189,9,SELLING,674
MU5458,BJS,Beijing,HGH,Hangzhou,1668335400,1668342900,125,262,9,SELLING,761
MU5193,BJS,Beijing,HGH,Hangzhou,1668295800,1668303000,120,220,9,SELLING,729
GJ5400,BJS,Beijing,HGH,Hangzhou,1668297000,1668304800,130,189,9,SELLING,1375
GJ8688,BJS,Beijing,HGH,Hangzhou,1668297300,1668305700,140,220,9,SELLING,603
GJ5416,BJS,Beijing,HGH,Hangzhou,1668346500,1668354000,125,189,9,SELLING,1375
HU7277,BJS,Beijing,HGH,Hangzhou,1668298500,1668306600,135,340,6,SELLING,651
HU7177,BJS,Beijing,HGH,Hangzhou,1668341100,1668356100,250,189,9,SELLING,508
HU7477,BJS,Beijing,HGH,Hangzhou,1668312900,1668321300,140,189,9,SELLING,672
HU7677,BJS,Beijing,HGH,Hangzhou,1668331800,1668340800,150,189,9,SELLING,672
JD5357,BJS,Beijing,HGH,Hangzhou,1668351000,1668359700,145,175,10,SELLING,440
FM9158,BJS,Beijing,HGH,Hangzhou,1668292200,1668299400,120,100,9,SELLING,707
FM9152,BJS,Beijing,HGH,Hangzhou,1668317400,1668324900,125,100,10,SELLING,672
CA1728,BJS,Beijing,HGH,Hangzhou,1668339000,1668347700,145,240,9,SELLING,1541
CA1706,BJS,Beijing,HGH,Hangzhou,1668299400,1668307200,130,420,9,SELLING,733
CA1726,BJS,Beijing,HGH,Hangzhou,1668335400,1668344400,150,180,9,SELLING,1541
CA1704,BJS,Beijing,HGH,Hangzhou,1668295800,1668303600,130,240,9,SELLING,733
CA1714,BJS,Beijing,HGH,Hangzhou,1668313800,1668321900,135,240,9,SELLING,1541
CA1724,BJS,Beijing,HGH,Hangzhou,1668331800,1668341100,155,220,9,SELLING,1541
CA1712,BJS,Beijing,HGH,Hangzhou,1668310200,1668318900,145,240,9,SELLING,1541
CA1722,BJS,Beijing,HGH,Hangzhou,1668328200,1668337200,150,240,9,SELLING,1541
CA1710,BJS,Beijing,HGH,Hangzhou,1668306600,1668314700,135,220,9,SELLING,1155
CA1732,BJS,Beijing,HGH,Hangzhou,1668346200,1668354600,140,180,9,SELLING,1047
CA1708,BJS,Beijing,HGH,Hangzhou,1668303000,1668311400,140,220,9,SELLING,992
CA1718,BJS,Beijing,HGH,Hangzhou,1668321000,1668329700,145,189,9,SELLING,1541
CA1720,BJS,Beijing,HGH,Hangzhou,1668324600,1668333000,140,240,9,SELLING,1541
CA1730,BJS,Beijing,HGH,Hangzhou,1668342600,1668351900,155,220,9,SELLING,1541
MF5709,BJS,Beijing,HGH,Hangzhou,1668297300,1668305700,140,220,9,SELLING,1765
MF8150,BJS,Beijing,HGH,Hangzhou,1668346500,1668354000,125,189,9,SELLING,661
MF8130,BJS,Beijing,HGH,Hangzhou,1668297000,1668304800,130,189,9,SELLING,661
MU2812,BJS,Beijing,NKG,Nanjing,1668310200,1668317400,120,189,2,SELLING,510
MU2852,BJS,Beijing,NKG,Nanjing,1668348600,1668356100,125,189,9,SELLING,510
MU2832,BJS,Beijing,NKG,Nanjing,1668337200,1668344700,125,180,9,SELLING,510
CA1561,BJS,Beijing,NKG,Nanjing,1668320400,1668327300,115,189,9,SELLING,1453
CA1503,BJS,Beijing,NKG,Nanjing,1668331800,1668338700,115,134,9,SELLING,1022
CA1847,BJS,Beijing,NKG,Nanjing,1668307200,1668314700,125,189,9,SELLING,1022
CA1819,BJS,Beijing,NKG,Nanjing,1668341700,1668348600,115,240,9,SELLING,1022
CA1817,BJS,Beijing,NKG,Nanjing,1668299400,1668306300,115,220,9,SELLING,1022
CA8601,BJS,Beijing,NKG,Nanjing,1668340200,1668347100,115,189,9,SELLING,1022
MF3048,BJS,Beijing,SHA,Shanghai,1668344400,1668352200,130,242,9,SELLING,1137
MF3004,BJS,Beijing,SHA,Shanghai,1668340800,1668348900,135,400,9,SELLING,1137
MF3036,BJS,Beijing,SHA,Shanghai,1668330000,1668338100,135,242,9,SELLING,1137
MF3014,BJS,Beijing,SHA,Shanghai,1668339000,1668348000,150,220,9,SELLING,1137
MF3046,BJS,Beijing,SHA,Shanghai,1668317400,1668325500,135,242,9,SELLING,1137
MF3002,BJS,Beijing,SHA,Shanghai,1668310200,1668317700,125,400,9,SELLING,1137
MF3034,BJS,Beijing,SHA,Shanghai,1668301200,1668309600,140,242,9,SELLING,1137
MF3012,BJS,Beijing,SHA,Shanghai,1668312000,1668320100,135,244,9,SELLING,1137
MF3022,BJS,Beijing,SHA,Shanghai,1668337200,1668345000,130,420,9,SELLING,1137
MF3032,BJS,Beijing,SHA,Shanghai,1668321000,1668329700,145,242,9,SELLING,1137
MF3010,BJS,Beijing,SHA,Shanghai,1668315600,1668323700,135,400,9,SELLING,1137
MF3020,BJS,Beijing,SHA,Shanghai,1668308400,1668316500,135,420,9,SELLING,1137
MF3008,BJS,Beijing,SHA,Shanghai,1668346800,1668354900,135,262,9,SELLING,1137
MF3006,BJS,Beijing,SHA,Shanghai,1668319200,1668327300,135,262,9,SELLING,1137
MF3016,BJS,Beijing,SHA,Shanghai,1668335400,1668344400,150,262,9,SELLING,1137
MF8557,BJS,Beijing,SHA,Shanghai,1668299400,1668307800,140,189,6,SELLING,716
MF8555,BJS,Beijing,SHA,Shanghai,1668330000,1668338700,145,189,6,SELLING,716
MF3037,BJS,Beijing,SHA,Shanghai,1668297600,1668305700,135,242,9,SELLING,1137
MF3025,BJS,Beijing,SHA,Shanghai,1668322800,1668330900,135,242,9,SELLING,1137
MF3023,BJS,Beijing,SHA,Shanghai,1668294000,1668302100,135,242,9,SELLING,1137
MF3043,BJS,Beijing,SHA,Shanghai,1668331800,1668339900,135,242,9,SELLING,1137
MF3041,BJS,Beijing,SHA,Shanghai,1668299400,1668307800,140,242,9,SELLING,1137
MF3029,BJS,Beijing,SHA,Shanghai,1668333600,1668341700,135,420,9,SELLING,1137
MF3039,BJS,Beijing,SHA,Shanghai,1668326400,1668334500,135,242,9,SELLING,1137
MF3027,BJS,Beijing,SHA,Shanghai,1668304800,1668313200,140,420,9,SELLING,1137
FM9102,BJS,Beijing,SHA,Shanghai,1668346500,1668354000,125,100,9,SELLING,674
KN5977,BJS,Beijing,SHA,Shanghai,1668341700,1668350100,140,180,9,SELLING,440
KN5955,BJS,Beijing,SHA,Shanghai,1668324900,1668331800,115,420,9,SELLING,440
KN5737,BJS,Beijing,SHA,Shanghai,1668294900,1668302400,125,420,9,SELLING,440
HO1254,BJS,Beijing,SHA,Shanghai,1668294600,1668303300,145,240,9,SELLING,368
HO5314,BJS,Beijing,SHA,Shanghai,1668301200,1668308700,125,180,9,SELLING,808
HO5316,BJS,Beijing,SHA,Shanghai,1668327300,1668334800,125,180,9,SELLING,808
HU7613,BJS,Beijing,SHA,Shanghai,1668306600,1668315000,140,189,9,SELLING,607
HU7601,BJS,Beijing,SHA,Shanghai,1668331800,1668339600,130,340,9,SELLING,672
HU7609,BJS,Beijing,SHA,Shanghai,1668324600,1668333600,150,340,9,SELLING,672
HU7607,BJS,Beijing,SHA,Shanghai,1668298500,1668306000,125,420,9,SELLING,651
HU7605,BJS,Beijing,SHA,Shanghai,1668294600,1668303000,140,189,9,SELLING,629
HU7603,BJS,Beijing,SHA,Shanghai,1668345000,1668352500,125,189,9,SELLING,629
CZ8883,BJS,Beijing,SHA,Shanghai,1668342900,1668351600,145,162,9,SELLING,943
CZ4473,BJS,Beijing,SHA,Shanghai,1668299400,1668307800,140,189,9,SELLING,1332
CZ8881,BJS,Beijing,SHA,Shanghai,1668323700,1668332100,140,189,9,SELLING,943
CZ8887,BJS,Beijing,SHA,Shanghai,1668315600,1668322500,115,311,9,SELLING,943
CZ8885,BJS,Beijing,SHA,Shanghai,1668327300,1668334800,125,180,9,SELLING,943
CZ4471,BJS,Beijing,SHA,Shanghai,1668330000,1668338700,145,189,9,SELLING,1332
CZ8879,BJS,Beijing,SHA,Shanghai,1668301200,1668308700,125,180,9,SELLING,943
MU5160,BJS,Beijing,SHA,Shanghai,1668331800,1668339900,135,242,9,SELLING,732
MU5130,BJS,Beijing,SHA,Shanghai,1668342600,1668350100,125,420,9,SELLING,540
MU5152,BJS,Beijing,SHA,Shanghai,1668299400,1668307800,140,242,9,SELLING,732
MU5196,BJS,Beijing,SHA,Shanghai,1668315300,1668324300,150,244,9,SELLING,540
MU8859,BJS,Beijing,SHA,Shanghai,1668324900,1668331800,115,420,9,SELLING,889
MU5120,BJS,Beijing,SHA,Shanghai,1668330000,1668338100,135,242,9,SELLING,732
MU5164,BJS,Beijing,SHA,Shanghai,1668339000,1668348000,150,220,9,SELLING,732
MU5162,BJS,Beijing,SHA,Shanghai,1668335400,1668344400,150,262,9,SELLING,732
MU8438,BJS,Beijing,SHA,Shanghai,1668346500,1668354000,125,100,10,SELLING,672
MU8795,BJS,Beijing,SHA,Shanghai,1668294900,1668302400,125,420,9,SELLING,889
MU5183,BJS,Beijing,SHA,Shanghai,1668297900,1668306900,150,244,9,SELLING,540
MU5156,BJS,Beijing,SHA,Shanghai,1668317400,1668325500,135,242,9,SELLING,732
MU5112,BJS,Beijing,SHA,Shanghai,1668315600,1668323700,135,400,9,SELLING,732
MU5124,BJS,Beijing,SHA,Shanghai,1668337200,1668345000,130,420,9,SELLING,732
MU5102,BJS,Beijing,SHA,Shanghai,1668297600,1668305700,135,242,9,SELLING,732
MU5110,BJS,Beijing,SHA,Shanghai,1668312000,1668320100,135,244,9,SELLING,732
MU5154,BJS,Beijing,SHA,Shanghai,1668310200,1668317700,125,400,9,SELLING,732
MU5100,BJS,Beijing,SHA,Shanghai,1668294000,1668302100,135,242,9,SELLING,731
MU5166,BJS,Beijing,SHA,Shanghai,1668346800,1668354900,135,262,9,SELLING,732
MU5122,BJS,Beijing,SHA,Shanghai,1668333600,1668341700,135,420,9,SELLING,732
MU5116,BJS,Beijing,SHA,Shanghai,1668322800,1668330900,135,242,9,SELLING,732
MU5138,BJS,Beijing,SHA,Shanghai,1668338100,1668347100,150,189,9,SELLING,650
MU5128,BJS,Beijing,SHA,Shanghai,1668344400,1668352200,130,242,9,SELLING,732
MU5106,BJS,Beijing,SHA,Shanghai,1668304800,1668313200,140,420,9,SELLING,732
MU5158,BJS,Beijing,SHA,Shanghai,1668321000,1668329700,145,242,9,SELLING,732
MU5114,BJS,Beijing,SHA,Shanghai,1668319200,1668327300,135,262,9,SELLING,732
MU5104,BJS,Beijing,SHA,Shanghai,1668301200,1668309600,140,242,9,SELLING,732
MU5126,BJS,Beijing,SHA,Shanghai,1668340800,1668348900,135,400,9,SELLING,732
MU5118,BJS,Beijing,SHA,Shanghai,1668326400,1668334500,135,242,9,SELLING,732
MU5108,BJS,Beijing,SHA,Shanghai,1668308400,1668316500,135,420,9,SELLING,732
GJ5773,BJS,Beijing,SHA,Shanghai,1668299400,1668307800,140,189,9,SELLING,1073
GJ5771,BJS,Beijing,SHA,Shanghai,1668330000,1668338700,145,189,9,SELLING,1073
CA1509,BJS,Beijing,SHA,Shanghai,1668331800,1668340800,150,340,9,SELLING,1130
CA1589,BJS,Beijing,SHA,Shanghai,1668342600,1668351300,145,440,9,SELLING,1130
CA1501,BJS,Beijing,SHA,Shanghai,1668299400,1668308100,145,420,9,SELLING,733
CA1523,BJS,Beijing,SHA,Shanghai,1668305700,1668313800,135,340,9,SELLING,733
CA1557,BJS,Beijing,SHA,Shanghai,1668310200,1668318900,145,315,9,SELLING,733
CA1547,BJS,Beijing,SHA,Shanghai,1668304800,1668312900,135,400,9,SELLING,733
CA1515,BJS,Beijing,SHA,Shanghai,1668324600,1668333300,145,400,9,SELLING,1130
CA1549,BJS,Beijing,SHA,Shanghai,1668328200,1668336900,145,400,9,SELLING,1130
CA1517,BJS,Beijing,SHA,Shanghai,1668317400,1668326100,145,420,9,SELLING,1130
CA1507,BJS,Beijing,SHA,Shanghai,1668295800,1668304500,145,400,9,SELLING,733
CA1519,BJS,Beijing,SHA,Shanghai,1668303000,1668311700,145,340,9,SELLING,733
CA1563,BJS,Beijing,SHA,Shanghai,1668339000,1668347400,140,400,9,SELLING,1130
CA1521,BJS,Beijing,SHA,Shanghai,1668321000,1668329700,145,400,9,SELLING,1130
CA1565,BJS,Beijing,SHA,Shanghai,1668335400,1668344100,145,340,9,SELLING,1130
CA1883,BJS,Beijing,SHA,Shanghai,1668340800,1668348900,135,220,9,SELLING,1129
HO5318,BJS,Beijing,SHA,Shanghai,1668315600,1668322500,115,311,9,SELLING,631
CA1571,BJS,Beijing,TAO,Qingdao,1668334200,1668339600,90,189,9,SELLING,1615
CA1569,BJS,Beijing,TAO,Qingdao,1668299400,1668304800,90,240,9,SELLING,1108
CA1525,BJS,Beijing,TAO,Qingdao,1668341400,1668346800,90,240,9,SELLING,1003
CA4734,BJS,Beijing,TAO,Qingdao,1668305100,1668310500,90,189,9,SELLING,1256
CA4736,BJS,Beijing,TAO,Qingdao,1668349200,1668355500,105,189,9,SELLING,1256
CA1575,BJS,Beijing,TAO,Qingdao,1668305700,1668311100,90,240,9,SELLING,1108
SC4652,BJS,Beijing,TAO,Qingdao,1668305100,1668310500,90,189,9,SELLING,997
SC4658,BJS,Beijing,TAO,Qingdao,1668349200,1668355500,105,189,9,SELLING,997
CZ6606,BJS,Beijing,WUH,Wuhan,1668302100,1668309600,125,189,9,SELLING,1354
CZ3138,BJS,Beijing,WUH,Wuhan,1668323400,1668331800,140,189,9,SELLING,1354
CZ8864,BJS,Beijing,WUH,Wuhan,1668333600,1668341400,130,188,9,SELLING,1354
CZ6586,BJS,Beijing,WUH,Wuhan,1668345600,1668353100,125,189,9,SELLING,1354
CZ3140,BJS,Beijing,WUH,Wuhan,1668338400,1668346200,130,189,9,SELLING,1354
CZ3118,BJS,Beijing,WUH,Wuhan,1668309600,1668317400,130,164,9,SELLING,1354
CZ8669,BJS,Beijing,WUH,Wuhan,1668297300,1668304800,125,220,9,SELLING,1354
MU2500,BJS,Beijing,WUH,Wuhan,1668301800,1668309900,135,149,9,SELLING,511
MU2460,BJS,Beijing,WUH,Wuhan,1668298500,1668313500,250,149,9,SELLING,620
MU2456,BJS,Beijing,WUH,Wuhan,1668344700,1668352500,130,149,9,SELLING,468
MU2452,BJS,Beijing,WUH,Wuhan,1668311700,1668319800,135,149,9,SELLING,511
MF4139,BJS,Beijing,WUH,Wuhan,1668302100,1668309600,125,189,9,SELLING,1516
MF4123,BJS,Beijing,WUH,Wuhan,1668345600,1668353100,125,189,9,SELLING,1516
CA8212,BJS,Beijing,WUH,Wuhan,1668333600,1668342000,140,220,9,SELLING,532
CA8202,BJS,Beijing,WUH,Wuhan,1668299400,1668308700,155,180,9,SELLING,532
CA8210,BJS,Beijing,WUH,Wuhan,1668326400,1668334500,135,180,9,SELLING,532
CA8230,BJS,Beijing,WUH,Wuhan,1668316200,1668330000,230,180,9,SELLING,488
CA8208,BJS,Beijing,WUH,Wuhan,1668319200,1668328200,150,180,9,SELLING,532
CA8216,BJS,Beijing,WUH,Wuhan,1668348000,1668356700,145,180,9,SELLING,488
CA8206,BJS,Beijing,WUH,Wuhan,1668315600,1668324600,150,180,9,SELLING,532
CA8214,BJS,Beijing,WUH,Wuhan,1668342600,1668351600,150,180,9,SELLING,488
CA8204,BJS,Beijing,WUH,Wuhan,1668308400,1668316200,130,240,9,SELLING,532
CA4644,BJS,Beijing,XMN,Amoy,1668346200,1668357300,185,189,9,SELLING,1678
CA1815,BJS,Beijing,XMN,Amoy,1668327600,1668338700,185,189,9,SELLING,829
CA4646,BJS,Beijing,XMN,Amoy,1668299400,1668310500,185,189,9,SELLING,1678
CA4640,BJS,Beijing,XMN,Amoy,1668342600,1668353700,185,189,9,SELLING,1678
CA1811,BJS,Beijing,XMN,Amoy,1668331800,1668342300,175,195,9,SELLING,808
CA1833,BJS,Beijing,XMN,Amoy,1668310200,1668321000,180,240,9,SELLING,851
CA4642,BJS,Beijing,XMN,Amoy,1668295800,1668306900,185,189,9,SELLING,1678
CA1871,BJS,Beijing,XMN,Amoy,1668321000,1668331500,175,220,9,SELLING,851
CA1809,BJS,Beijing,XMN,Amoy,1668302400,1668312900,175,220,9,SELLING,1045
CZ4132,BJS,Beijing,XMN,Amoy,1668345000,1668356400,190,189,9,SELLING,2133
CZ8875,BJS,Beijing,XMN,Amoy,1668321000,1668331500,175,220,9,SELLING,1267
CZ4098,BJS,Beijing,XMN,Amoy,1668315900,1668326100,170,189,9,SELLING,2133
CZ4074,BJS,Beijing,XMN,Amoy,1668297300,1668308100,180,189,9,SELLING,2133
CZ8957,BJS,Beijing,XMN,Amoy,1668299400,1668309600,170,180,9,SELLING,1267
CZ4072,BJS,Beijing,XMN,Amoy,1668329400,1668341100,195,250,9,SELLING,2133
GJ5398,BJS,Beijing,XMN,Amoy,1668315900,1668326100,170,189,9,SELLING,1711
GJ5388,BJS,Beijing,XMN,Amoy,1668308700,1668319800,185,189,9,SELLING,1711
GJ5372,BJS,Beijing,XMN,Amoy,1668329400,1668341100,195,250,9,SELLING,1711
GJ5432,BJS,Beijing,XMN,Amoy,1668345000,1668356400,190,189,9,SELLING,1711
GJ5374,BJS,Beijing,XMN,Amoy,1668297300,1668308100,180,189,9,SELLING,1711
SC2124,BJS,Beijing,XMN,Amoy,1668342600,1668353700,185,189,10,SELLING,661
SC2130,BJS,Beijing,XMN,Amoy,1668299400,1668310500,185,189,10,SELLING,661
SC2128,BJS,Beijing,XMN,Amoy,1668346200,1668357300,185,189,10,SELLING,661
SC2126,BJS,Beijing,XMN,Amoy,1668295800,1668306900,185,189,10,SELLING,661
JD5251,BJS,Beijing,XMN,Amoy,1668333900,1668345300,190,180,3,SELLING,586
HU7191,BJS,Beijing,XMN,Amoy,1668298800,1668309900,185,189,9,SELLING,532
MU5170,BJS,Beijing,XMN,Amoy,1668328500,1668345600,285,180,9,SELLING,856
MF8170,BJS,Beijing,XMN,Amoy,1668345000,1668356400,190,189,9,SELLING,607
MF8102,BJS,Beijing,XMN,Amoy,1668329400,1668341100,195,250,9,SELLING,640
MF8104,BJS,Beijing,XMN,Amoy,1668297300,1668308100,180,189,9,SELLING,607
MF8128,BJS,Beijing,XMN,Amoy,1668315900,1668326100,170,189,9,SELLING,640
MF8106,BJS,Beijing,XMN,Amoy,1668337500,1668349500,200,189,9,SELLING,640
MF8118,BJS,Beijing,XMN,Amoy,1668308700,1668319800,185,189,9,SELLING,640
MF8484,CKG,Chongqing,BJS,Beijing,1668329700,1668340500,180,189,6,SELLING,1040
MF7128,CKG,Chongqing,BJS,Beijing,1668344700,1668354900,170,189,9,SELLING,1343
MF7138,CKG,Chongqing,BJS,Beijing,1668300300,1668315900,260,189,9,SELLING,1343
MF8456,CKG,Chongqing,BJS,Beijing,1668298800,1668309000,170,189,6,SELLING,824
KN5718,CKG,Chongqing,BJS,Beijing,1668313800,1668324300,175,140,9,SELLING,607
GJ5678,CKG,Chongqing,BJS,Beijing,1668298800,1668309000,170,189,9,SELLING,1256
GJ5704,CKG,Chongqing,BJS,Beijing,1668329700,1668340500,180,189,9,SELLING,1256
CZ4378,CKG,Chongqing,BJS,Beijing,1668298800,1668309000,170,189,9,SELLING,2327
